lauf#	pi_Wert
6800000	3.1416276470588236
6810000	3.1415994126284876
6820000	3.141608211143695
6830000	3.1416374816983894
6840000	3.1416070175438597
6850000	3.1416052554744525
6860000	3.1416227405247814
6870000	3.1415924308588066
6880000	3.1415622093023257
6890000	3.141557039187228
6900000	3.1415750724637683
6910000	3.141595947901592
6920000	3.141591329479769
6930000	3.141603463203463
6940000	3.1415976945244957
6950000	3.1415838848920865
6960000	3.1415925287356323
6970000	3.1415472022955524
6980000	3.141547851002865
6990000	3.141579399141631
7000000	3.1415497142857145
7010000	3.141525820256776
7020000	3.1415498575498577
7030000	3.141568705547653
7040000	3.1415329545454544
7050000	3.1415387234042553
7060000	3.1415342776203965
7070000	3.14154342291372
7080000	3.1415389830508476
7090000	3.141551480959097
7100000	3.141521690140845
7110000	3.141524613220816
7120000	3.141529775280899
7130000	3.1415528751753157
7140000	3.141578151260504
7150000	3.1415966433566433
7160000	3.141603910614525
7170000	3.1415832635983265
7180000	3.1415682451253484
7190000	3.1415799721835884
7200000	3.1415694444444444
7210000	3.1415417475728153
7220000	3.141561218836565
7230000	3.141547441217151
7240000	3.1415530386740333
7250000	3.141591172413793
7260000	3.1415801652892563
7270000	3.141563136176066
7280000	3.1415752747252745
7290000	3.1415692729766804
7300000	3.141595068493151
7310000	3.1415775649794804
7320000	3.1415448087431694
7330000	3.141556343792633
7340000	3.141557493188011
7350000	3.1415608163265305
7360000	3.1415505434782607
7370000	3.1415495251017638
7380000	3.141538753387534
7390000	3.1415496617050067
7400000	3.1415475675675677
7410000	3.1415303643724695
7420000	3.1415590296495957
7430000	3.14155531628533
7440000	3.141567741935484
7450000	3.1415688590604027
7460000	3.1415630026809653
7470000	3.1415614457831325
7480000	3.1415748663101604
7490000	3.141569025367156
7500000	3.1415616
7510000	3.14157017310253
7520000	3.1415994680851065
7530000	3.141602124833997
7540000	3.1416668435013264
7550000	3.1416317880794704
7560000	3.1416703703703703
7570000	3.141666578599736
7580000	3.141669129287599
7590000	3.141677997364954
7600000	3.141721052631579
7610000	3.1416919842312745
7620000	3.141683464566929
7630000	3.1416660550458717
7640000	3.141641884816754
7650000	3.1416564705882353
7660000	3.141655352480418
7670000	3.1416610169491523
7680000	3.1416947916666667
7690000	3.1417024707412224
7700000	3.141738181818182
7710000	3.1417426718547343
7720000	3.141736269430052
7730000	3.141761448900388
7740000	3.1417643410852714
7750000	3.141757935483871
7760000	3.1417386597938144
7770000	3.1417482625482624
7780000	3.1417146529562983
7790000	3.1417489088575095
7800000	3.1417558974358974
7810000	3.141752624839949
7820000	3.1417677749360613
7830000	3.1417833971902938
7840000	3.141775
7850000	3.1417788535031845
7860000	3.141794910941476
7870000	3.1417839898348157
7880000	3.1417761421319796
7890000	3.1418012674271227
7900000	3.141787341772152
7910000	3.1418225031605562
7920000	3.141799494949495
7930000	3.1417871374527113
7940000	3.1418025188916876
7950000	3.141761006289308
7960000	3.1417391959798997
7970000	3.141734504391468
7980000	3.141730325814536
7990000	3.1417451814768462
8000000	3.1417505
8010000	3.14176329588015
8020000	3.141771072319202
8030000	3.141763885429639
8040000	3.1417477611940297
8050000	3.1417649689440994
8060000	3.141770223325062
8070000	3.141752168525403
8080000	3.141766831683168
8090000	3.1417770086526575
8100000	3.1417807407407405
8110000	3.1417943279901355
8120000	3.1417945812807884
8130000	3.141777121771218
8140000	3.1417739557739557
8150000	3.1417506748466257
8160000	3.141754411764706
8170000	3.141802692778458
8180000	3.141771149144254
8190000	3.1417836385836386
8200000	3.1417673170731706
8210000	3.141743239951279
8220000	3.141738686131387
8230000	3.1417642770352368
8240000	3.141759708737864
8250000	3.1417847272727273
8260000	3.1417772397094432
8270000	3.141809431680774
8280000	3.1417859903381644
8290000	3.1417973462002413
8300000	3.141793253012048
8310000	3.141788206979543
8320000	3.1417764423076924
8330000	3.1417829531812727
8340000	3.141757314148681
8350000	3.1417796407185627
8360000	3.141811961722488
8370000	3.141809796893668
8380000	3.1418085918854417
8390000	3.141830274135876
8400000	3.1418333333333335
8410000	3.1417850178359097
8420000	3.1418019002375295
8430000	3.1418168446026096
8440000	3.1417962085308058
8450000	3.141832899408284
8460000	3.1418260047281326
8470000	3.1418172373081465
8480000	3.1418070754716982
8490000	3.141794110718492
8500000	3.141771294117647
8510000	3.1417804935370155
8520000	3.1417840375586854
8530000	3.141766002344666
8540000	3.14175925058548
8550000	3.1417684210526318
8560000	3.141747196261682
8570000	3.141765227537923
8580000	3.1417944055944056
8590000	3.141792316647264
8600000	3.1417925581395347
8610000	3.141798838559814
8620000	3.1417596287703016
8630000	3.1417580533024334
8640000	3.1417305555555557
8650000	3.141697572254335
8660000	3.1416993071593535
8670000	3.1417051903114186
8680000	3.1417087557603685
8690000	3.1417265822784812
8700000	3.1417485057471266
8710000	3.1417717566016075
8720000	3.1417623853211007
8730000	3.1417525773195876
8740000	3.1417697940503433
8750000	3.1417974857142856
8760000	3.1417835616438357
8770000	3.1417961231470923
8780000	3.1417876993166285
8790000	3.1417779294653014
8800000	3.141745
8810000	3.141745743473326
8820000	3.1417614512471657
8830000	3.141754020385051
8840000	3.1417280542986425
8850000	3.141717062146893
8860000	3.1417277652370204
8870000	3.1417479143179254
8880000	3.141745945945946
8890000	3.141759730033746
8900000	3.1417689887640448
8910000	3.1417472502805834
8920000	3.1417578475336323
8930000	3.1417952967525196
8940000	3.1417284116331095
8950000	3.1417001117318435
8960000	3.141684375
8970000	3.141654403567447
8980000	3.141672605790646
8990000	3.1416382647385985
9000000	3.141628888888889
9010000	3.14161820199778
9020000	3.1416137472283814
9030000	3.1416070874861575
9040000	3.1415973451327432
9050000	3.1416075138121546
9060000	3.1416163355408386
9070000	3.141613671444322
9080000	3.1416088105726874
9090000	3.1415894389438943
9100000	3.1416065934065935
9110000	3.141617563117453
9120000	3.1416236842105265
9130000	3.141583351588171
9140000	3.1416004376367614
9150000	3.1416205464480873
9160000	3.141580786026201
9170000	3.1416
9180000	3.14160348583878
9190000	3.141608269858542
9200000	3.1416265217391306
9210000	3.141639956568947
9220000	3.1416216919739695
9230000	3.141616468039003
9240000	3.1416056277056277
9250000	3.1415857297297296
9260000	3.141581425485961
9270000	3.1415879180151025
9280000	3.1415702586206895
9290000	3.14155565123789
9300000	3.1415539784946236
9310000	3.1415802363050482
9320000	3.1416017167381973
9330000	3.141624008574491
9340000	3.1415892933618843
9350000	3.1415798930481285
9360000	3.1415589743589742
9370000	3.1415590181430098
9380000	3.141566737739872
9390000	3.141566773162939
9400000	3.1415774468085105
9410000	3.141558767268863
9420000	3.1415613588110403
9430000	3.1415554612937435
9440000	3.141555508474576
9450000	3.14151873015873
9460000	3.1414985200845664
9470000	3.141518479408659
9480000	3.1414881856540084
9490000	3.141493782929399
9500000	3.141498947368421
9510000	3.141523028391167
9520000	3.141513025210084
9530000	3.1415189926547744
9540000	3.1414993710691825
9550000	3.1414877486910995
9560000	3.1415071129707113
9570000	3.1415097178683387
9580000	3.141501878914405
9590000	3.1414773722627736
9600000	3.1414775
9610000	3.1414734651404785
9620000	3.141454885654886
9630000	3.1414521287642785
9640000	3.1414858921161826
9650000	3.141462383419689
9660000	3.1414757763975154
9670000	3.141500310237849
9680000	3.1414851239669423
9690000	3.141491847265222
9700000	3.141481649484536
9710000	3.1414801235839342
9720000	3.141487242798354
9730000	3.141507502569373
9740000	3.14149568788501
9750000	3.1415031794871795
9760000	3.1415323770491805
9770000	3.141541453428864
9780000	3.141550102249489
9790000	3.141532584269663
9800000	3.141509387755102
9810000	3.141513149847095
9820000	3.141521384928717
9830000	3.1415165818921666
9840000	3.1415130081300813
9850000	3.1415183756345177
9860000	3.1415464503042596
9870000	3.141563931104357
9880000	3.141556275303644
9890000	3.141572497472194
9900000	3.1415575757575755
9910000	3.1415422805247224
9920000	3.1415342741935484
9930000	3.1415230614300103
9940000	3.141517505030181
9950000	3.1415316582914574
9960000	3.1415305220883534
9970000	3.141523771313942
9980000	3.1415406813627254
9990000	3.1415095095095094
10000000	3.141528
10010000	3.1415252747252747
10020000	3.1415528942115767
10030000	3.141509072781655
10040000	3.141524701195219
10050000	3.1415574129353234
10060000	3.1415558648111332
10070000	3.1415392254220458
10080000	3.1415321428571428
10090000	3.1414822596630327
10100000	3.1414760396039605
10110000	3.1414927794263106
10120000	3.141495652173913
10130000	3.141500098716683
10140000	3.1415262327416174
10150000	3.1415231527093597
10160000	3.1415326771653542
10170000	3.14153470993117
10180000	3.1415540275049114
10190000	3.141547791952895
10200000	3.141549803921569
10210000	3.141585112634672
10220000	3.141582387475538
10230000	3.14155972629521
10240000	3.14155
10250000	3.1415605853658537
10260000	3.14158089668616
10270000	3.141579746835443
10280000	3.1415852140077822
10290000	3.1415778425655976
10300000	3.1415747572815533
10310000	3.1415852570320077
10320000	3.141596124031008
10330000	3.1416100677637946
10340000	3.141614313346228
10350000	3.1416212560386474
10360000	3.1416057915057913
10370000	3.141603857280617
10380000	3.1416003853564547
10390000	3.1415692011549567
10400000	3.1415719230769232
10410000	3.141585014409222
10420000	3.141588483685221
10430000	3.1415888782358583
10440000	3.141585440613027
10450000	3.141572822966507
10460000	3.1415820267686425
10470000	3.1415755491881567
10480000	3.1415931297709925
10490000	3.1415996186844612
10500000	3.1416057142857143
10510000	3.1415859181731682
10520000	3.141596197718631
10530000	3.1416060778727446
10540000	3.141589753320683
10550000	3.1415685308056873
10560000	3.1415844696969697
10570000	3.1415829706717124
10580000	3.1415939508506616
10590000	3.1416030217186024
10600000	3.141618490566038
10610000	3.1416033930254477
10620000	3.1416090395480225
10630000	3.141601128880527
10640000	3.1415902255639097
10650000	3.141586854460094
10660000	3.1415808630393998
10670000	3.1415940018744144
10680000	3.14158202247191
10690000	3.1415895229186157
10700000	3.1415943925233645
10710000	3.1415865546218487
10720000	3.1415858208955223
10730000	3.14157651444548
10740000	3.1415761638733706
10750000	3.141593674418605
10760000	3.1415907063197026
10770000	3.1415929433611884
10780000	3.141572912801484
10790000	3.1415807228915664
10800000	3.1415625925925927
10810000	3.1415626271970396
10820000	3.1415863216266176
10830000	3.1415867036011083
10840000	3.14159926199262
10850000	3.141614746543779
10860000	3.141635727440147
10870000	3.1416496780128793
10880000	3.1416305147058825
10890000	3.1416510560146924
10900000	3.1416733944954127
10910000	3.141659761686526
10920000	3.1416655677655676
10930000	3.1416984446477585
10940000	3.1416848263254114
10950000	3.141687305936073
10960000	3.141679197080292
10970000	3.1417086599817683
10980000	3.1417271402550093
10990000	3.14173830755232
11000000	3.1417127272727274
11010000	3.1417238873751137
11020000	3.1417099818511796
11030000	3.141707706255666
11040000	3.141695652173913
11050000	3.14168
11060000	3.1416839059674504
11070000	3.1417145438121046
11080000	3.141697833935018
11090000	3.141682957619477
11100000	3.141679279279279
11110000	3.1416925292529254
11120000	3.1416906474820143
11130000	3.1416557053009884
11140000	3.1416728904847395
11150000	3.141674977578475
11160000	3.1416881720430108
11170000	3.141678782452999
11180000	3.1416837209302324
11190000	3.14167363717605
11200000	3.1416978571428573
11210000	3.141720963425513
11220000	3.141724420677362
11230000	3.141715761353517
11240000	3.1417099644128115
11250000	3.1417052444444447
11260000	3.141727886323268
11270000	3.141738065661047
11280000	3.1417329787234043
11290000	3.1417130203720105
